yorum,urun_adı,puanı
indirimdeyken kıvılı olanını aldım(zaten herkes siyah nokta karşıtı olduğu için buna yüklenmişti sanırım diğer çeşitler olduğu gibi duruyordu) kokusu süper 10 kullanımlık yazıyor ama 10'dan fazla kullanırım ben bu gramajı hele indirimdeyken çok uyguna geliyor söylenenlerden farklı olarak. ısınan bir maske o etkiyi sevmiyorum ama üzerindeki talimata göre haftada 3 kez kullanırsam sanki siyah nokta sorunum nispeten azalacak gibi deneyip editleyeceğiz ifinim,loreal paris şeker peelingi,4
Kivili siyah nokta karşıtı ve besleyici olanı kullanıyorum. Siyah nokta karşıtı olanı şuana kadar 3 kez kullandım o yüzden pek etkisi olmadı ama eğer olursa editleyeceğim.Benim asıl sevdiğim besleyici olan. Cildim oldukça kuru. Bu peeling kadar cildimi yumuş yapan bir ürün kullanmadım. Resmen bebek poposu gibi çok hoşuma gitti. Tanecikleri ince cildimi çizmedi. Dudaklara uygulanabilir diyor bu arada fakat yanlışlıkla tadı ağzınıza gelirse çok iğrenç söyliyim şimdiden. Loreal saf kil detoks maskesi ve eşitleyici maske ile beraber görsellerini yüklüyorum.,loreal paris şeker peelingi,4
Kakao ve hindistan cevizi yağlı olan besleyici versiyonunu kullanmaya başladığım peeling serisi. Cildimin acilen ölü deriden arınması gerektiğine karar verdiğim ve ürün aradığım bu aralar aldım. Cildim öyle bir hal aldı ki face&body gibi su kıvamlı bir fondöten bile cildime oturmuyor. Kılcal damar çatlaması olan bir cildim olduğu için peelinge pek yanaşmıyordum. Çekinerek aldım açıkçası. Neyse ilk kullanıma dair gözlemlerim; özellikle alın bölgemde gözle görülür bir aydınlanma var. Cildimi yumuşattı ve nemli bir his bıraktı. Eğer uzun vadede kılcal damar çatlamama olumsuz etkisi olmazsa haftada bir kullanırım. Bir aylık kullanımın etkisini gözleyip girdimi güncelleyeceğim.Güncelleme: bir haftada toplam 3 defa kullandım. Şu an yüzüm tamamen sivilceyle kaplandı. Açıkçası hemen bu peelingden ötürüdür demek istemiyorum. Ten ürünümü de değiştirmiştim. Ya ondan ya bundan. Onu bıraktım bugün itibariyle ama bu peelingi bir hafta daha kullanacağım. Sivilce problemi devam ederse kullanmayı bırakacağım artık.,loreal paris şeker peelingi,3
İlk kullanımda yüzümü yumuşacık yaptı ancak sonraki kullanımlarda yüzümü kızarttı ve küçük küçük kırmızı noktalar çıktı ve sivilce çıkardı memnun kalmadım maalesef.Cildim çok hassas belki de oyuzden tepki göstermiş olabilir,loreal paris şeker peelingi,1
İlk kullanımda yumuşacık oluyor ama sürekli kullanımda etkisini gösterirse favori ürünüm olur,loreal paris şeker peelingi,4
Kokusu çok hoşuma gitti daha bir kez kullandım ama yüzümü yumuşacık yaptı.Daha yıkarken nemlendirici sürmüş gibiydim ama kurulayınca pürüzsüz yapıyor cildi yağlı his bırakmıyor.Çok güzel💕,loreal paris şeker peelingi,5
Loreal kalitesi her zamanki gibi firma ürünü gayet sağlam paketlemiş sorunsuz kısa zamanda ulaştı teşekkürler,loreal paris şeker peelingi,5
Çok güzel bir ürün ilk kullanımda cildimi yumuşacık pırıl pırıl yaptı. Tavsiye ederim.,loreal paris şeker peelingi,5
Kendi alanında başarılı ancak ben eşitleyici kil maskesinden daha çok memnun kaldım aydınlatma ve parlatma bakımından.,loreal paris şeker peelingi,5
Mükemmel bir ürün yüzüm hassas ve karanlıktı cildimi açtı ve ve pürüzsüz yaptı mükkemmel kesinlikle alın kargo çok sağlam ve hızlıydı teşekkürler ?? BtS İ SEVİN TXT Yİ SEVİN KOREYİ VE KPOP U SEVİN DÜNYANI VE ÇEVREYİSEVİN KENDİNİZİDE SEVİN,loreal paris şeker peelingi,5
Işıltı hakkında bir şey söyleyemeyeceğim fakat; canlılık kısmında kısmen bir fark var.,4
Sinek kaydı tıraş sonrası yüzüme dokunmamak için verdiğim o müthiş çabayı bu kremi kullandıktan sonra da veriyorum. Nasıl bilmiyorum ama yüzünüzdeki o muhteşem hissi tarif edemem. Sürekli yüzünüze dokunmak istiyorsunuz. Şekerli olduğu için cinsiyetimden ötürü pek fark edemesem de kadınların tüylenme nedeniyle dikkat etmesi gereken bir ürün olabilir.,loreal paris şeker peelingi,3
Birazcık küçük günaşırı kullanımda bir ay kadar yetebileceğini tahmin ediyorum. Normal bekleme süresinin biraz daha üzerinde (25 dk) bekliyorum hafif nemli parmaklarımla yüzüme yedirdiğim gibi suyla temizliyorum. Suyla durularken bile o güzel hissi alabiliyorsunuz.,4 
Sabah kullanımlarında öğleden sonra neredeyse 15.00 saatlerine kadar normal etkisi devam ediyor. Yüzünüzle çok oynamaz gün içerisindeki terleme halinize göre o yumuşak his neredeyse gün boyu sizinle. ,4
Pekmeze yakın berbat bir kokusu var ama durulandıktan sonra herhangi bir sorun yok. Sürekli devam etmeyi düşündüğüm bir üründür. Kivilisini de deneyeceğim.,loreal paris şeker peelingi,4
Gerçekten bir kremin gün içerisinde sadece yüzünüze sürdüğünüz ona dokunduğunuz için iyi hissettirmesi inanılır bir durum değil.,loreal paris şeker peelingi,5
Hızlı gönderim için teşekkürler Hepsiburada. Ürün gerçekten cildi yumuşacık yapıyor ve insanın sürekli dokunası geliyor. Alnımda dışarı çıkmayan ve cilt altında kalan sivilceler var (yağ bezesi gibi) onlar için çok etkisini göremedim maalesef. Ama yumuşaklık ve canlılık konusunda gerçekten çok iyi :),loreal paris şeker peelingi,3
Çok çok iyi ürün baya etkisi var tavsiye ederim sivilce ve siyah noktalara bire bir canlılık be ışıltı kazandırıyor yüze düşünmeden alınacak bi ürün kargo çok hızlı teşekkürler Hepsiburada,loreal paris şeker peelingi,5
Kargo çok iyi ürün beklediğimden iyi,loreal paris şeker peelingi,5
sağlam şekilde sorunsuz teslim aldim,loreal paris şeker peelingi,5
Yorumlara güvenip aldım o yüzden ben de yorum yapmak istedim.Ürün inanılmaz başarılı.İlk uygulamada bile cildi yumuşacık ve pürüzsüz yapıyor.Hassas bir cildim var ona rağmen rahatsız etmedi.Hiç düşünmeden alın derim.Ayrıca uygun fiyat ve hızlı kargo için de hepsiburadaya teşekkürler,loreal paris şeker peelingi,5
kargo hızlı ürünü banyodan sonra kullandım cildim pamuk gibi oldu.,loreal paris şeker peelingi,5
gercekten de uygulamadan hemen sonra yumusacik yapiyor.ben baska bir etkisini goremedim.tabi tercih meselesi ama birde kokusunu hic sevmedim.,loreal paris şeker peelingi,3
Guzel,loreal paris şeker peelingi,4
Gerçekten harika bi ürün bu fiyata.uygulamasi çok keyifli mis gibi.yuzum yumuşacık oldu ve parlak.uzerine de gulsuyu sürdüm superr??,loreal paris şeker peelingi,5
ürünü ilk kullanimdan sonra bile cildinizdeki farkı gorebiliyosunuz yumuşacık parlak en onemlisi temiz pürüzsüz his isteyenler severek kullanacak eminim benim icin de artik sürekli alınacaklar arasinda :),loreal paris şeker peelingi,5
Ürünü 9 Nisan da sipariş ettim 10 unda elime ulaştı.. ürüne gelince henüz 1 defa kullandım ama buna rağmen cildimi yumuşacık ve pürüzsüz yaptı iki de bir elimle yüzüme değiyorum o derece (: alanlar pişman olmaz. tavsiye ederim.,loreal paris şeker peelingi,4
Beş yıldızı alır...,bepanthol cilt bakım kremi,5
Ürünü birçok siteye göre daha uygun fiyatlı olarak aldım. Nemlendirici olarak kullanıldığında gerçekten yağlı his bırakmıyor ancak besleyici içeriğinden dolayı bazı ciltlerde tüylenme yaptığından hergün düzenli olarak kullanmıyorum.,bepanthol cilt bakım kremi,3
hemencik geldi zaten sevdiğim ürün,bepanthol cilt bakım kremi,5
gayet hizli ozenli ambalaj ve gercek urun skt. ileri tarihli teşekkürler,bepanthol cilt bakım kremi,5
kaliteli ve etkili ürün ancak son kullanma tarihi 2020,bepanthol cilt bakım kremi,5
Ürün hızlı ve kapalı deforme olmadan teslim edildi memnun kalırsınız,bepanthol cilt bakım kremi,5
Skt 05/2020 ama 6 ayda bitirecegimi tahmin ediyorum. Paketleme iyiydi. Yogun donem olmasina ragmen hizli teslimat icin tesekkurler.,bepanthol cilt bakım kremi,4
Beş yıldız,bepanthol cilt bakım kremi,5
Ürünü diğer online satış sitelerine göre daha uyguna aldım. Kargo da hızlıydı fakat çok iyi paketlenmediği için krem paketinden biraz ezilmiş dışı yıpranmış geldi. Paket özeninedaha fazla önem verilmeli bence,bepanthol cilt bakım kremi,3
Ürünün kalitesi ortada. Ancak satıcı ceybebe son kullanma tarihi çok yakın bir ürün gonderdi. ve hiç hoş olmadı.,bepanthol cilt bakım kremi,2
Ürün zamanında geldi teşekkür ederim ama ürünü kullandıktan 5 dakkika sonra kokusu değişiyor tuhaf bir koku oluyor aldım ve mecburen kullanıyorum ama yumuşacık hapıyor cildi tek sıkıntısı kokusu yorumları okudum ona göre almıştım bir kişide rast geldim kokuyor yazan yazan haklıymış,loreal paris mucizevi yağ,3
Ürünün sorunsuz ve çok kısa sürede ulaştı.cildim çok kuru olduğu için bugüne kadar hiçbir üründen bu derece memnun kalmamıştım.çok güzel nemlendiriyor.yumuşacık bir his veriyor.şiddetle tavsiye ediyorum,loreal paris mucizevi yağ,5
Ürün yağlı his bırakmadan çok güzel nemlendiriyor parlaklık veriyor ben cok beğendim bundan sonra gece kremim yerine bunu kullanırım kokusu da cok guzel cok hafif bir yağ.,loreal paris mucizevi yağ,5
Paketlemesi güzel hızlı kargo. Sadece kokusu çok hoşuma gitmedi,loreal paris mucizevi yağ,3
Nemlendirimin üstünde veya serum olarak kullanıyorum 2 damlasıyla çok güzel hissettiriyor çabuk emilmesiyle birlikte cildi aydınlık göstermesini çok beğeniyorum,loreal paris mucizevi yağ,5
Ya şaka gibi bir erkek olarak yoğun iş tempomdan dolayı ilk kez böyle bir şey almak istedim. Kargo çok hızlı paketlemede çok özenliydi. Yağa gelecek olursak çok şaşırdım şu an sürdüm ilk kez tenim yumuşacık oldu yüzümü elliyorum akıyor pürüzsüz. Bağımlılık yapmaz umarım 😅,loreal paris mucizevi yağ,5
hızlı kargo .ürün harika kokusu da gayet hoş cildi anında pürüzsüzleştiriyor.,loreal paris mucizevi yağ,5
Çok Memnunuz.,loreal paris mucizevi yağ,1
henüz kullanmadım hasarsız elime ulaştı fresh bir kokusu var ben beğendim teşekkürler..,loreal paris mucizevi yağ,3
bi faydahası lolmadı,loreal paris mucizevi yağ,2 
başkaşeylerdeneyin,loreal paris mücizevi yağ,1
şurası hakikat ki tüketici olan bizler kozmetik ürünlerden hep öpülüyor sömürülüyoruz,loreal paris mucizevi yağ,2
Güzel paketlenmişti ve hızlı geldi gayet iyi,blistex medplus,4
Bittikçe aldığım bir ürün. Burdan ilk kez aldım. Paketleme güzeldi. Teslimat da hızlı. Teşekkür ederim.,blistex medplus,5
Zaten sürekli kullandığım bir ürün o yüzden sıkıntı yok😉,blistex medplus,5
Teşekkürler.,blistex medplus,4
Ürün gerçekten çok güzel teslimat hızlı ve güvenilir teşekkürler 👍🏻,blistex medplus,5
Akşam sipariş verdim sabah elimde oldu. Güzel paketleme ve hız için teşekkür ederiz. Aynı zamanda HepsiJet'ten başka bir sipariş vermiştim o gelemedi. Bu firmadan alışveriş yapmaktan korkmayın.,blistex medplus,4
hızlı ve sağlam teslimat .,blistex medplus,4
Ertesi gün elimde oldu özenli paketleme için sonsuz teşekkürler.,blistex medplus,4
10 sn sonra dudakta verdiği ferahlık hissi müthiş :),blistex medplus,5
özenli paketleme hızlı gönderim kaliteli ürün teşekkürler,blistex medplus,5
Ciltten cilde değişiyor sanırım.  Mesela bende hiç kuruluk yapmadı ve çok memnunum. Bereketli ürün. Birkaç damlası tüm yüze yetiyor. Zaten çok da uygulamamak lazım yoksa kalıp gibi duruyor ve pudralaşıyor. İnce yapıda sevimli minnoş bişey. Tavsiye ediyorum. Kapatıcılığı da çok güzel bence.,maybelline new york fit me fondoten,5
Kapatıcılığı gayet güzel ama çok sürmemek gerek yoksa maske gibi kalıp bir şekilde gözüküyor. Yağlı ve karma ciltler sever kuru ciltler için yüzü fazla nemlendirmek gerekir. Yüzdeki yağı emiyor parlamayı önlüyor ama gün içinde yine 4-5 saat sonra T bölgesi yağlanabiliyor pudrayla gün içinde sabitlemek gerek onun dışında ürün yoğun ve çok sürmeyeceğinizden bereketli bir ürün :),maybelline new york fit me fondoten,4
Bu ürünü fazla oksitlenme yapmadığı ve yağlanmayı biraz olsun kontrol altına aldığı için kullanıyorum. Sarı alt tonu sayesinde cildimde neredeyse hiç belli olmuyor. Elbette yüzünüze boca ederseniz hem yüzünüze oturmaz hem de maske gibi durur. Bir damlasını tüm yüzüme iyice dağıtarak uyguluyorum. T bölgemden ve gözümün alt bölümünden bir kat daha geçiyorum. Ben mimik kırışıklıklarımda çizgi sevmediğim için tam o kırışan göz altı bölümüne uygulamıyorum açıkçası. Hem pudralı ürün kurutup iyice kırıştıracaktır bence. Altlardaki koyuluğu kapatınca sorun kalmıyor. T bölgem aşırı yağlı olduğu için gün içinde silip tazeliyorum. Ancak cildinizi eve gelince iyi temizlemezseniz sivilce yapıyor. Gözenekleri iyice temizleyip sıkılaştırıcı tonik kullanmak şart. Yoksa pudra tıkıyor.,maybelline new york fit me fondoten,3
Ürünün neyini bu kadar beğenmiş çoğu kişi bilmiyorum sürdükten sonra yüzüm çok kötü bir hal alıyor fondöten  kalıp gibi nesi doğal cilt emilim bile yapamıyor o kadar nemlendirme baz uygulasam da bir değişim yok,maybelline new york fit me fondoten,2
Yüze sürdükten sonra pudralaşıyor  burnum ve yanaklarımda kuruluk yaptı alta bir baz sürmeden kullanamıyorum doğrusu. Ama ince bir yapısı var benim gözümde orta halli bir fondöten.,maybelline new york fit me fondoten,3
Koyu tenliler için tam kapatıcı etkili,maybelline new york fit me fondoten,4
Harika bir fondoten arkadaşlar,maybelline new york fit me fondoten,5
Hep kullandigim urun gayet Iyi,maybelline new york fit me fondoten,4
günlük kullanımlara uygun bence çok yoğun bir kapatıcı özelliği yok. renk vermek amacıyla kullanılabilinir.,maybelline new york fit me fondoten,4
Sürekli kullandığım ve beğenerek kullandığım bir fondöten,maybelline new york fit me fondoten,5
Cok guzel cok begendim,maybelline new york fit me fondoten,5
Ben çok memnunum kalıp gibi durmayan bir fondöten kapatıcılığı orta günlük kullanım için ideal,maybelline new york fit me fondoten,3
Fiyatı makul ama çok başarılı bulmadım,maybelline new york fit me fondoten,2
pek memnun kalamadım 🙁,maybelline new york fit me fondoten,2
sürekli kullandigim mat fondöten memnunum uzun sürede değiştirmeyi düşünmüyorum,maybelline new york fit me fondoten,4
Görünenden aşırı koyu,maybelline new york fit me fondoten,2
Biraz koyu tonu geldi bana,maybelline new york fit me fondoten,3
günlük kullanıma uygun kalitesi iyi,maybelline new york fit me fondoten,4
dokusu ve kullanımı güzel.,maybelline new york fit me fondoten,4
Günlük kullanımda vazgecılmezım,maybelline new york fit me fondoten,4
Uzun zamandır kullandığım bir ürün. Henüz açmadım elimde olan var. Çok memnunum sürülüşü yüzde duruşu kapatıcılıgı çok güzel. Tavsiye ederim. Biraz koyu rengi. Çok hızlı kargolandı bir de . Takio edin 25₺ düşünce alın :),maybelline new york fit me fondoten,4
Cok severek kullaniyorum,maybelline new york fit me fondoten,5
Kapatıcılığı güzel. Buğday tenliler için biraz koyu kalabilir.,maybelline new york fit me fondoten,4
Bayılıyorum bu markaya ve özellikle 220 tam benim tenim,maybelline new york fit me fondoten,5
sürekli kullanıyorum zaten güzel,maybelline new york fit me fondoten,4
En sevdiğim fondöten kalitesi fiyatının çok üstünde,maybelline new york fit me fondoten,5
Hep kullandıgım bı urun guzeldı,maybelline new york fit me fondoten,4
harika bir ürün tavsiye ederim :),maybelline new york fit me fondoten,5
Epey metnini duyup aldığım ürün kendisi kalitesi şahane az miktarda kullanımında bile tüm yüzünüze yeterli olabiliyor ve kapatıcılığına da diyecek hiç laf yok gönül rahatlığıyla alabilirsiniz,maybelline new york fit me fondoten,5
satın alacak olanlar için yorumların önemli olduğundan yazıyorum rengi burdakinden çok çok koyu geldi,maybelline new york fit me fondoten,3
rengi koyu geldi ve kapatıcılığı çok çok az :( mat yapısı benim yağlı cildime az kaldı,maybelline new york fit me fondoten,2
Renk Fotoğrafta açık görünebilir ama rengi çook koyu,maybelline new york fit me fondoten,2
Ürün küçük ama zaten çok az bir miktarı bile muhteşem kapatıcılık sağlıyor . İlk defa cilt tonuma birebir uyan bir kapatıcı bulabildim. Sürekli kullanacaklarıma ekledim. Çok iyi,revolotion kapatıcı,5
Çok hızlı bitiyor onun dışında bitirmeye yakın üründe kuruluk başlıyor kuru kuru cildime sürdüğümde tabi ki dağıtması zor oluyor ve kötü bir görüntü oluşturuyor.,revolotion kapatıcı,4
Revolution çok övüyorlar ancak ne cennetler ne de diğer allık vs. hiç sevemedim.,revolotion kapatıcı,1
Ürün kapatıcılık olarak iyi ama daha sonra yüzde grileşiyor alta turuncu baz yapmak gerekiyor. Aynı zamanda göz altı çizgilerine dolup olduğumdan daha yaşlı görünmeme sebep oldu bolca nemlendirici sürmek lazım alta.,revolotion kapatıcı,2
Piyasadaki en iyi kapaticilardan fakat cizgilere doluyor. Yine de katlanilabilir bir ozellik bence. 2 tane bitirdim bence biraz hızlı bitiyor.,revolotion kapatıcı,3
Kendi uktemi doldurayım.Bugün bağdat caddesi’ndeki büyük watsons mağazasında bu kapatıcıyı gördüm. Aslında almak istiyordum ancak mağazadaki en açık ton c4’tü ve bana koyu kalacağını düşündüğüm için almadım. Stand dizaynından anladığım kadarıyla türkiye’ye c1-c10 arasındaki tonları gelmiş (her ton için standda bölme hazırlanmış). Ben c14 tonunu da kontür için denemek isterdim ancak türkiye’ye sanırım bu ton gelmedi.Bu kapatıcıyı beklememin sebebi yurtdışındaki youtuber’ların olumlu yorumları. Tarte shape’e benzetenler hatta tarte shape kadar kurutmuyor diyenler oldu.,revolution kapatıcı,3
Sebi bebi'nin tarte ile karşılaştırdığı videosundan sonra c2 rengini gidip aldim. (gizlinot: Yurtdisinda bu tonu mevcut turkiye'de yokmuş galiba) tarte kullanmadim ancak kuruttugunu okumuştum bircok yerde. O kadar mi bilmiyorum kullanmadığım icin ama revolution da gayet kurutuyor. Cizgilere doldu ve çöl gibi kuru görmeye basladim göz altlarimi. O yüzden pek sevemedim. Göz altlarımı cok nemlendiren bir krem alırsam tekrar geri dönüp denemeyi düşünüyorum simdilik bir kenarda duruyor.,revolution kapatıcı,3
Tarte shape muadili olduğunu söyledikleri için Watsons mağazasında baktım ancak bizde cidden koyu renkleri gelmiş.Yani bizim en esmer tenlimiz bile latin görünür o kadar koyu renkleri getirmelerinde ne mantık varsa anlamadım. İnternet videoları (ah o videolar) herkes aşırı derecede tavsiye ediyorlar. Renkleri gelince belki deneme şansımız olacaktır.,revolution kapatıcı,2
Tarte shape tape kapatıcıya muadil olarak gösterilen yapı olarak benzesede duruş olarak benzetemediğim kapatıcı,revolution kapatıcı,2
C1 rengine sahibim. Göz altlarım çok sorunlu değildir hafif morluklarım var sadece.ürün yüksek kapatıcılık sağlıyor ben de. Annem de denedi ve o da kapatıcı buldu ürünü(gizlinot: Kendisinin göz altları yoğun mor) kurutma yapmadı çok güzel aydınlık verdi. Ürünü sabitleme ihtiyacı da duymuyorsunuz. Kısacası biz baya memnun kaldık(gizlinot: Tarte shape tape kullanırsam karşılaştırır editlerim),revolution kapatıcı,5
renk skalası ülkemize yeterli çeşitlilikte henüz gelmemiş fakat yüksek kapatıcılığıyla tarte shape tape’e muadil gösterilen bir ürün.,revolution kapatıcı,4
Maybelline instant age rewind concealer bile göz altı çizgilerime doluyordu bu kapatıcı asla göz altı çizgilerime dolmadı. Hafif yoğun bir yapısı var ama çizgilere dolmaması ve sabitlenme ihtiyacı olmamasıyla gönüllere taht kurdu. Büyük kusurları bile örtücü nitelikte bendeki C1 rengi aşırı beyaz tenliyim rengi bende bile bir tık açık kaldı. Beyaz tenliyseniz ve aydınlık bir göz altı istiyorsanız mutlaka almanız gereken bir kapatıcı.,revolution kapatıcı,4
Belirli Watsons mağazalarda olması nedeni ile geldiği günden beri almak için beklediğim kapatıcı; sonunda aldım. 20 gün kadar oldu kullanıyorum. Çok memnunum şuan yapısı yoğun ama asla çizgilere dolmuyor sabitlemeye ihtiyaç duymuyorsunuz sür unut bir ürün o kendi üstüne düşeni gün içinde yapıyor. Bendekiler C2 ve C3 rengleri; İnternet sitesinden aldığım için pek emin olamayıp ikisini de aldım C2 sarı alt tonlu C3 pembe alt tonlu ikisi de aynı açık renkteler eğer sarı alt tonluysanız C2 pembe alt tonluysanız C3 tercih edebilirsiniz. Açık tenli biriyseniz bütün fondötenlerimle de çok iyi anlaşıyorlar indirimde 16 liraya almıştım. Ürünün normal fiyatı 32 liraydı,revolution kapatıcı,5
Watsonstan alışveriş yapmayan bir ben kaldığım için internet sitelerini stalklamama sebep olan kapatıcıdır. Gramajına bakmadım ama ürünün görünüşünden dolayı bana az geldi. Onun dışında bir kez watsonsta tester denedim bileğimde ve cidden yoğundu. Benim gibi göz altları olan insanlara iyi gelecektir,revolution kapatıcı,4
Mağazalarda anında tükenen ve sadece online alışveriş sitesinden bulup alabildiğim bir kapatıcı. Yoğun ve yumuşak dokusuyla herkesin kalbinde taht kurmuş ince yapılı günlük kullanıma uygun güzel bir ürün.,revolution kapatıcı,4
Sırf buraya yorum için üye oldum favorim yanımdan ayırmadığım severek kullandığım üründen soğdum birdaha asla almam yüzümde kalıp gibi ağırlık hissi veren ve pütür pütür duran berbat bir ürün olmuş cildim nefes almıyor sivilce yaptı eskisi tekrar gelsin lütfen neden değiştirdiniz ki zaten memmunduk,pure beatuy bb cream,1
Bulgarian Rose'lu eski versiyonunu severek kullandığım için ön yargımı yıkıp bu versiyona bir şans verdim fakat bitiremedim bile sadece yarıladım.Fazlasıyla beyazım ve yüzümü sapsarı yaptı kapatıcılığı da hiç yok gibi... Çok çok az kapatıyor.Tavsiye etmem.,pure beatuy bb cream,2
Önceden severek günlük olarak kullanıyordum bu versiyonu hiç beğenmedim ne tonunu ne yapısını herşeyi değişmiş cildimle bütünleşmiyor,pure beatuy bb cream,1
Lütfen bulgarian rose gelsin eski seri bu blemish hiç iyi degil diğeriyle de alakası yok Watsons'dan başka yerde de  satılmıyordu. Kozmetik alışverişimi watsons'dan yapma sebebim pure beaty bb bulgarian rose u sadece orda bulmamdı. Eskiye dönülsün lütfen,pure beatuy bb cream,2
Makyaj tam olarak kışa uygun ve kirpikler çok güzel görünüyor,deborah milano exreordinary maskara,5
Son yıllarda güvenerek begenerek kullandığım memnun kaldığım bir ürün TEK SIKINTI INTERNETTEN VERDIGIM BURADAN VERDIGIM SIPARISIM ÜRÜN KORUMA BANDI OLMADAN SANKI KULLANILMIŞ GIBI GELDİ AYRICA KAMPANYALARI AYIN 15i Gibi yapsanız harika olur,deborah milano exreordinary maskara,3
Uzun süre maybelline lash sensational kullandım bu maskarayı aldığımdan beri artık onun yüzüne bakmıyorum lash sensational gibi asla dökülme yapmıyor gözümü ovuşturduğumda bile bence tek sıkıntısı su temas edince çok çabuk çözünmesi karlı bir havada sürmüştüm kar yüzüme kar geldikçe akmıştı ama normal günlerde baya iyi,deborah milano exreordinary maskara,4
KADINLAR GÜNÜ İNDİRİMİYLE ALDIM ;ÜRÜNÜ HENÜZ KULLANMADIM AMA AMBALAJSIZ DEFORME OLMUŞ ŞEKİLDE GELDİ UMARIM KULLANILMIŞ İADE ÜRÜN FALAN DEĞİLDİR,deborah milano exreordinary maskara,2
Bu rimeli denediğimden beri başka hiç bir rimel kullanamıyorum 3-4 kat sürüyorum takma kirpik takmış gibi duruyor topaklanma yok kirpikler yapışmıyor ve kirpiklerimi dökmedi şiddetle tavsiye ediyorum,deborah milano exreordinary maskara,5
beğenerek kullanıyorum dolgunlastiriyor kirpiği,deborah extraordinary maskara,5
adini bir turlu hatirlayamadigim icin 1 senedir magaza magaza dolanıp bulamadigim maskara. üzerine satici tavsiyeleriyle en az 5 tane fakli markadan maskara satın aldım ama bu maskarayı unutamadım. burda görünce hatırladım ürünü asssiri mutlu oldum. kirpiklerim uzun ama seyrek bu maskara mucize gibiydi çok guzel dolgunlastiriyordu.,deborah extraordinary maskara,5
gerçekten harika ötesi tavsiye ediyorum,deborah extraordinary maskara,5
Uzun süredir aradığım çoğu şeyi bu maskarada buldum.Tam istediğim gibi.Gerçekten “5 in 1”,deborah extraordinary maskara,5
Dolgun ve güzel uzatıyor,deborah extraordinary maskara,4
Bence güzel dolgun yapıyor kirpikleri.,deborah extraordinary maskara,4
normal bi ürün,deborah extraordinary maskara,3
fiyat çok uygundu harika bir mascara,deborah extraordinary maskara,5
yok böyle bir maskara mükemmel ötesi,deborah extraordinary maskara,5
Değmez Çamur gibi,deborah extraordinary maskara,2
Mükemmel bir ürün. 2 yıldır favorim kirpikleri mükemmel şekilde uzatıyor ve tek tek ayırıyor .,maybelline new york lash sensational maskara,5
1 buçuk yıldır kullandığım harika ürün.Benim rimelde önceliğim kirpikleri ayrık göstermesi.Yani yapışmaması.Ve bu ürün beklentimi karşılıyor.,maybelline new york lash sensational maskara,5
kirpikleri seyrek biri olarak söylüyorum kirpikleri uzatıyor evet asla hacimli göstermiyor ve yapıştırıyor bu yüzden sürünce 4-5 tane kirpiğim var gibi göründü,maybelline new york lash sensational maskara,3
Gerçekten harika ötesi bir maskara kullandığım diğer maskaralar çöpe gitti.,maybelline new york lash sensational maskara,5
Tek favorim bu maskara,maybelline new york lash sensational maskara,5
mükemmelll,maybelline new york lash sensational maskara,5
ÜRÜNÜM TESLİM EDİLMEDİ YALANCILAR PARASINI ÖDEDİM ÜRÜNÜM YOK.,maybelline new york lash sensational maskara,1
Asla vazgeçmediğim rimelim.,maybelline new york lash sensational maskara,5
Hızlı ve kaliteli teslimat...,maybelline new york lash sensational maskara,5
Memnun kaldığım bir maskara,maybelline new york lash sensational maskara,4
Her zamanki gibi iyi,maybelline new york lash sensational maskara,4
tam istediğim gibi gelmedi o paraya değmez,maybelline new york lash sensational maskara,2
güzel beğendim gayet dolgun ve hacimli kirpikleriniz oluyor,maybelline new york lash sensational maskara,4
Fiyat olarak çok uygundu. Zaten kullanıyorum kargo biraz geç geldi,maybelline new york lash sensational maskara,4
gayet guzel tek tekayirma özelliği 👌✌,maybelline new york lash sensational maskara,5
gayet memnunum,maybelline new york lash sensational maskara,5
Kirpiklerinin olduğundan daha hacimli ve uzun gösteriyor.,maybelline new york lash sensational maskara,4
Kargo çooook geç geldi,maybelline new york lash sensational maskara,2
güzel . uzatıyor ok gibi oluyor kirpikleriniz,maybelline new york lash sensational maskara,4
Gayet güzel mağazadan almış gibi teşekkürler Trendyol,maybelline new york lash sensational maskara,5
Severek kullandığım bir ürün kargolama güzeldi,maybelline new york lash sensational maskara,4
Hacim ve yoğunluk süper. Kalitesi zaten belli kaçırmayın.,maybelline new york lash sensational maskara,5
Ürünüm elime ulaştı çok beğendim,maybelline new york lash sensational maskara,4
Ürün sürekli kullandığım ürün memnun olmama ragmen elime hala ulaşmamış olması baya üzücü.,maybelline new york lash sensational maskara,3
Asla vazgeçemediğim tek rimel :),maybelline new york lash sensational maskara,5
tek sıkıntı kirpikleri birbirine yapıştırması...dolgunluktan kastı bu olmamaliydi.,maybelline new york lash sensational maskara,2
Bence rimellerin şahı loreal aldım aynı performansı vermedi kesinlikle çok iyi,maybelline new york lash sensational maskara,5
Yıllardır vazgeçemediğim maskaram akma yapmıyor indirimdeyken kaçırmayın derim,maybelline new york lash sensational maskara,4
Vazgeçmeyeceğim rimel 😍,maybelline new york lash sensational maskara,5
En en en sevdiğim maskara indirime girmişti ve trendyol güvencesiyle elime ulaştı,maybelline new york lash sensational maskara,4
En sevdiğim ürün başka kullanmıyorum diye bilirim devamlı indirimini takip ediyorum,maybelline new york lash sensational maskara,5
harika bir ürün,maybelline new york lash sensational maskara,5
